#Variables:
#tasmax_GFDL-ESM2M_historical(K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 43.3961 Latitude, -72.0647 Longitude (closest value to Latitude:43.3901, Longitude:-72.0543) "
#Original Data File(s):
#agg_macav2metdata_tasmax_GFDL-ESM2M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmax_GFDL-ESM2M_historical(K)"
1966-04-28,293.382935
1966-04-29,292.071564
1966-04-30,284.016785
1966-05-01,287.411865
1966-05-02,292.507141
1966-05-03,291.233154
1966-05-04,287.279755
1966-05-05,286.561584
1966-05-06,287.608154
1966-05-07,292.477417
1966-05-08,291.980347
1966-05-09,291.911957
1966-05-10,291.926178
1966-05-11,292.979797
1966-05-12,291.671753
1966-05-13,289.291840
1966-05-14,291.080780
1966-05-15,291.512177
1966-05-16,292.517120
1966-05-17,296.521210
1966-05-18,298.154480
1966-05-19,296.933685
1966-05-20,295.474487
1966-05-21,291.795898
1966-05-22,294.530670
1966-05-23,299.093079
1966-05-24,297.343872
1966-05-25,292.776764
1966-05-26,296.074432
1966-05-27,296.195221
1966-05-28,295.869995
1966-05-29,292.602417
1966-05-30,290.896851
1966-05-31,292.586670
1966-06-01,289.320374
1966-06-02,291.724701
1966-06-03,292.958435
1966-06-04,293.311157
1966-06-05,290.243988
1966-06-06,295.928833
1966-06-07,298.164368
1966-06-08,298.312958
1966-06-09,294.680389
1966-06-10,296.766785
1966-06-11,298.133270
1966-06-12,295.090332
1966-06-13,293.415955
1966-06-14,299.978058
1966-06-15,298.088318
1966-06-16,302.714417
1966-06-17,303.532715
1966-06-18,303.941620
1966-06-19,302.798676
1966-06-20,299.686554
1966-06-21,297.722656
1966-06-22,298.721924
1966-06-23,292.310272
1966-06-24,295.460754
1966-06-25,296.150879
1966-06-26,295.850983
1966-06-27,295.066956
1966-06-28,298.944794
1966-06-29,299.363800
1966-06-30,301.550537
1966-07-01,301.884705
1966-07-02,301.288879
1966-07-03,301.081207
1966-07-04,300.469299
1966-07-05,302.656433
1966-07-06,301.471497
1966-07-07,302.449799
1966-07-08,298.251434
1966-07-09,299.860901
1966-07-10,297.645294
1966-07-11,297.005157
1966-07-12,295.263184
1966-07-13,297.634735
1966-07-14,299.984589
1966-07-15,300.677277
1966-07-16,301.288269
1966-07-17,301.755188
1966-07-18,303.364380
1966-07-19,303.678497
1966-07-20,302.668396
1966-07-21,295.071869
1966-07-22,294.491882
1966-07-23,296.372223
1966-07-24,299.537872
1966-07-25,301.408813
1966-07-26,302.903015
1966-07-27,302.959656
1966-07-28,302.763611
1966-07-29,299.187805
1966-07-30,302.388428
1966-07-31,304.240967
1966-08-01,299.871277
1966-08-02,296.569244
1966-08-03,301.372253
1966-08-04,301.326477
1966-08-05,302.390411
1966-08-06,301.696472
1966-08-07,303.905945
1966-08-08,303.751953
1966-08-09,302.382324
1966-08-10,300.847168
1966-08-11,293.597809
1966-08-12,294.000427
1966-08-13,298.536926
1966-08-14,297.884583
1966-08-15,296.336487
1966-08-16,296.472046
1966-08-17,295.890198
1966-08-18,295.686127
1966-08-19,299.154327
1966-08-20,300.666840
1966-08-21,300.313965
1966-08-22,301.014984
1966-08-23,301.441101
1966-08-24,300.446564
1966-08-25,293.825409
1966-08-26,296.693512
1966-08-27,299.290833
1966-08-28,300.555450
1966-08-29,301.378845
1966-08-30,301.659058
1966-08-31,302.465363
1966-09-01,302.678925
1966-09-02,299.992554
1966-09-03,295.138519
1966-09-04,297.631531
1966-09-05,295.994263
1966-09-06,294.055695
1966-09-07,292.544922
1966-09-08,294.936340
1966-09-09,296.382568
1966-09-10,295.748444
1966-09-11,296.278168
1966-09-12,294.458740
1966-09-13,295.389343
1966-09-14,292.866364
1966-09-15,290.851532
1966-09-16,293.674194
1966-09-17,293.033234
1966-09-18,290.152069
1966-09-19,289.454010
1966-09-20,293.185638
1966-09-21,289.597687
1966-09-22,289.921295
1966-09-23,291.169312
1966-09-24,286.955933
1966-09-25,293.351562
1966-09-26,291.643097
1966-09-27,294.446106
1966-09-28,291.855957
1966-09-29,288.562927
1966-09-30,289.125153
1966-10-01,288.422302
1966-10-02,286.427521
1966-10-03,287.398682
1966-10-04,292.476257
1966-10-05,290.060272
1966-10-06,293.138763
1966-10-07,294.837280
1966-10-08,295.656342
1966-10-09,292.569946
1966-10-10,295.587128
1966-10-11,296.292145
1966-10-12,295.966522
1966-10-13,296.813721
1966-10-14,287.447998
1966-10-15,290.721283
1966-10-16,291.373627
1966-10-17,294.918518
1966-10-18,297.612061
1966-10-19,291.871826
1966-10-20,292.020050
1966-10-21,280.055511
1966-10-22,280.275635
1966-10-23,283.588013
1966-10-24,287.031158
1966-10-25,288.712524
1966-10-26,289.286987
1966-10-27,282.575806
1966-10-28,284.539948
1966-10-29,287.092896
1966-10-30,285.427490
1966-10-31,286.895538
1966-11-01,282.665009
1966-11-02,275.903900
1966-11-03,284.231995
1966-11-04,287.818481
1966-11-05,286.024719
1966-11-06,278.630188
1966-11-07,283.972382
1966-11-08,284.305878
1966-11-09,282.203705
1966-11-10,273.162262
1966-11-11,273.432098
1966-11-12,274.334961
1966-11-13,277.627838
1966-11-14,274.790771
1966-11-15,278.969177
1966-11-16,282.110504
1966-11-17,282.789764
1966-11-18,278.214417
1966-11-19,283.122833
1966-11-20,284.016998
1966-11-21,282.436981
1966-11-22,276.493439
1966-11-23,274.890533
1966-11-24,277.547516
1966-11-25,275.417908
1966-11-26,274.605560
1966-11-27,271.930359
1966-11-28,274.285278
1966-11-29,274.030823
1966-11-30,272.458588
1966-12-01,266.523743
1966-12-02,268.037537
1966-12-03,274.875702
1966-12-04,278.217804
1966-12-05,279.940369
1966-12-06,276.665955
1966-12-07,275.330933
1966-12-08,277.384949
1966-12-09,276.872284
1966-12-10,265.015411
1966-12-11,269.783630
1966-12-12,258.890686
1966-12-13,275.929077
1966-12-14,275.649200
1966-12-15,271.627075
1966-12-16,266.443939
1966-12-17,270.762543
1966-12-18,273.246277
1966-12-19,271.295410
1966-12-20,270.641388
1966-12-21,269.748535
1966-12-22,271.995117
1966-12-23,274.737946
1966-12-24,274.686218
1966-12-25,271.053955
1966-12-26,270.919922
1966-12-27,271.128662
1966-12-28,271.346069
1966-12-29,271.970032
1966-12-30,274.256714
1966-12-31,270.307373
1967-01-01,269.072235
1967-01-02,275.573425
1967-01-03,269.536621
1967-01-04,267.318237
1967-01-05,268.400879
1967-01-06,275.927094
1967-01-07,270.067047
1967-01-08,277.133575
1967-01-09,273.175293
1967-01-10,271.055328
1967-01-11,273.746704
1967-01-12,277.516235
1967-01-13,268.835419
1967-01-14,276.078217
1967-01-15,272.062775
1967-01-16,274.415863
1967-01-17,278.008881
1967-01-18,275.132629
1967-01-19,265.580841
1967-01-20,273.962677
1967-01-21,275.049164
1967-01-22,278.643646
1967-01-23,278.774414
1967-01-24,280.262360
1967-01-25,281.747375
1967-01-26,271.589142
1967-01-27,271.828705
1967-01-28,276.839752
1967-01-29,276.748474
1967-01-30,275.178345
1967-01-31,275.162842
1967-02-01,272.508484
1967-02-02,275.632874
1967-02-03,276.212677
1967-02-04,274.666748
1967-02-05,266.662689
1967-02-06,272.532349
1967-02-07,272.383636
1967-02-08,273.319794
1967-02-09,274.597107
1967-02-10,275.664459
1967-02-11,275.293610
1967-02-12,275.950897
1967-02-13,276.135773
1967-02-14,277.478424
1967-02-15,278.342285
1967-02-16,277.187256
1967-02-17,277.289185
1967-02-18,275.666565
1967-02-19,277.045471
1967-02-20,276.274017
1967-02-21,276.725403
1967-02-22,278.434387
1967-02-23,271.123047
1967-02-24,271.531342
1967-02-25,271.254822
1967-02-26,274.731689
1967-02-27,276.367615
1967-02-28,277.695618
1967-03-01,278.183105
1967-03-02,276.687500
1967-03-03,275.482880
1967-03-04,273.794678
1967-03-05,275.805511
1967-03-06,276.500916
1967-03-07,283.223663
1967-03-08,281.770386
1967-03-09,280.813477
1967-03-10,279.223450
1967-03-11,279.352783
1967-03-12,277.392914
1967-03-13,279.506409
1967-03-14,281.410156
1967-03-15,279.423126
1967-03-16,281.200836
1967-03-17,282.095184
1967-03-18,278.876526
1967-03-19,287.276703
1967-03-20,287.158875
1967-03-21,284.377228
1967-03-22,291.336792
1967-03-23,291.984283
1967-03-24,288.738770
1967-03-25,291.812744
1967-03-26,281.923889
1967-03-27,280.668243
1967-03-28,288.526031
1967-03-29,285.882141
1967-03-30,290.502563
1967-03-31,293.128418
1967-04-01,285.526733
1967-04-02,284.085419
1967-04-03,285.724365
1967-04-04,293.108063
1967-04-05,293.145447
1967-04-06,281.340118
1967-04-07,282.219116
1967-04-08,283.275391
1967-04-09,282.140442
1967-04-10,283.627472
1967-04-11,282.825012
1967-04-12,283.645935
1967-04-13,285.766479
1967-04-14,279.171539
1967-04-15,283.781708
1967-04-16,288.364502
1967-04-17,293.498474
1967-04-18,291.914459
1967-04-19,294.588562
1967-04-20,290.904602
1967-04-21,290.964935
1967-04-22,290.727966
1967-04-23,291.026764
1967-04-24,285.073669
1967-04-25,287.982178
1967-04-26,287.817078
1967-04-27,280.962097
1967-04-28,288.252563
1967-04-29,290.686218
1967-04-30,288.545990
1967-05-01,284.641846
1967-05-02,286.507660
1967-05-03,287.803406
1967-05-04,290.866669
1967-05-05,290.590027
1967-05-06,290.759308
1967-05-07,292.066437
1967-05-08,294.385498
1967-05-09,295.779785
1967-05-10,294.605469
1967-05-11,292.063110
1967-05-12,296.002380
1967-05-13,301.374146
1967-05-14,303.299408
1967-05-15,300.185883
1967-05-16,297.881836
1967-05-17,300.326385
1967-05-18,301.997101
1967-05-19,301.553314
1967-05-20,301.379486
1967-05-21,298.992279
1967-05-22,297.394989
1967-05-23,295.721924
1967-05-24,292.168030
1967-05-25,296.155914
1967-05-26,294.367310
1967-05-27,293.326202
1967-05-28,295.251587
1967-05-29,297.335144
1967-05-30,295.565125
1967-05-31,292.593353
1967-06-01,297.577911
1967-06-02,295.143738
1967-06-03,295.652466
1967-06-04,292.158813
1967-06-05,288.581085
1967-06-06,296.244995
1967-06-07,293.811981
1967-06-08,291.430817
1967-06-09,292.129059
1967-06-10,291.844208
1967-06-11,293.349579
1967-06-12,294.326111
1967-06-13,295.285828
1967-06-14,294.822754
1967-06-15,295.450531
1967-06-16,297.425690
1967-06-17,299.097961
1967-06-18,297.200775
1967-06-19,295.297089
1967-06-20,295.906555
1967-06-21,297.456238
1967-06-22,299.702576
1967-06-23,302.666016
1967-06-24,303.823914
1967-06-25,304.219177
1967-06-26,303.255096
1967-06-27,302.222778
1967-06-28,304.079498
1967-06-29,304.513794
1967-06-30,305.944153
1967-07-01,302.718048
1967-07-02,299.062103
1967-07-03,300.655365
1967-07-04,302.387329
1967-07-05,302.657166
1967-07-06,305.586914
1967-07-07,304.773376
1967-07-08,307.548157
1967-07-09,307.111816
1967-07-10,307.077148
1967-07-11,306.930328
1967-07-12,306.168030
1967-07-13,303.218689
1967-07-14,303.592804
1967-07-15,301.725342
1967-07-16,302.558929
1967-07-17,301.350006
1967-07-18,302.726746
1967-07-19,302.012604
1967-07-20,302.646851
1967-07-21,303.659790
1967-07-22,301.516144
1967-07-23,297.848419
1967-07-24,298.216095
1967-07-25,300.559998
1967-07-26,300.379181
1967-07-27,302.347229
1967-07-28,302.656219
1967-07-29,301.870453
1967-07-30,300.460785
1967-07-31,302.983246
1967-08-01,305.272369
1967-08-02,304.749237
1967-08-03,302.559052
1967-08-04,299.546265
1967-08-05,297.353851
1967-08-06,301.544952
1967-08-07,300.815552
1967-08-08,300.785583
1967-08-09,293.952026
1967-08-10,296.742310
1967-08-11,299.556580
1967-08-12,296.260101
1967-08-13,294.585327
1967-08-14,295.931183
1967-08-15,298.763947
1967-08-16,299.616089
1967-08-17,295.713806
1967-08-18,300.788666
1967-08-19,299.213745
1967-08-20,298.223877
1967-08-21,300.597107
1967-08-22,299.758820
1967-08-23,299.439606
1967-08-24,298.910889
1967-08-25,294.601654
1967-08-26,293.649811
1967-08-27,292.266815
1967-08-28,290.236816
1967-08-29,290.726929
1967-08-30,294.167358
1967-08-31,298.914856
1967-09-01,299.045715
1967-09-02,298.482758
1967-09-03,298.232605
1967-09-04,294.902832
1967-09-05,290.936951
1967-09-06,296.925995
1967-09-07,296.634827
1967-09-08,295.335419
1967-09-09,298.630951
1967-09-10,302.302063
1967-09-11,299.882019
1967-09-12,288.821655
1967-09-13,290.536133
1967-09-14,288.638763
1967-09-15,291.754364
1967-09-16,291.512115
1967-09-17,288.005127
1967-09-18,289.368378
1967-09-19,286.927216
1967-09-20,290.514771
1967-09-21,292.749451
1967-09-22,291.858459
1967-09-23,289.470581
1967-09-24,288.237885
1967-09-25,296.854706
1967-09-26,294.908356
1967-09-27,291.350250
1967-09-28,294.350800
1967-09-29,297.168488
1967-09-30,299.175537
1967-10-01,298.490845
1967-10-02,291.638855
1967-10-03,294.257507
1967-10-04,295.360352
1967-10-05,291.442505
1967-10-06,288.960480
1967-10-07,285.807159
1967-10-08,284.865570
1967-10-09,286.646606
1967-10-10,285.249054
1967-10-11,283.837952
1967-10-12,284.611481
1967-10-13,281.494232
1967-10-14,284.748047
1967-10-15,279.463928
1967-10-16,278.838287
1967-10-17,279.561401
1967-10-18,278.289886
1967-10-19,279.334106
1967-10-20,278.768219
1967-10-21,281.047760
1967-10-22,280.039581
1967-10-23,280.540070
1967-10-24,279.553680
1967-10-25,277.371216
1967-10-26,279.942322
1967-10-27,281.342407
1967-10-28,285.355652
1967-10-29,282.235260
1967-10-30,280.401398
1967-10-31,282.961304
1967-11-01,285.461945
1967-11-02,279.837982
1967-11-03,286.651184
1967-11-04,286.589600
1967-11-05,281.725616
1967-11-06,284.044495
1967-11-07,285.606354
1967-11-08,281.400543
1967-11-09,277.823730
1967-11-10,277.495270
1967-11-11,275.898560
1967-11-12,274.600006
1967-11-13,281.293243
1967-11-14,281.212250
1967-11-15,275.853638
1967-11-16,275.143463
1967-11-17,276.760529
1967-11-18,275.273956
1967-11-19,274.138916
1967-11-20,277.769531
1967-11-21,279.150513
1967-11-22,282.126465
1967-11-23,280.983490
1967-11-24,277.295410
1967-11-25,282.746155
1967-11-26,289.787170
1967-11-27,290.984528
1967-11-28,275.376038
1967-11-29,277.004028
1967-11-30,285.105164
1967-12-01,281.679047
1967-12-02,286.708069
1967-12-03,275.979584
1967-12-04,279.492523
1967-12-05,277.394623
1967-12-06,278.429749
1967-12-07,277.963440
1967-12-08,273.801208
1967-12-09,275.272247
1967-12-10,275.823303
1967-12-11,273.657745
1967-12-12,278.840607
1967-12-13,274.729095
1967-12-14,272.981049
1967-12-15,273.483093
1967-12-16,273.663086
1967-12-17,271.221436
1967-12-18,269.784790
1967-12-19,268.714691
1967-12-20,268.371185
1967-12-21,267.412781
1967-12-22,264.322418
1967-12-23,264.245819
1967-12-24,264.161530
1967-12-25,271.844513
1967-12-26,277.224060
1967-12-27,278.860809
1967-12-28,275.265839
1967-12-29,275.835876
1967-12-30,274.452454
1967-12-31,272.510101
1968-01-01,265.580170
1968-01-02,277.381531
1968-01-03,279.912659
1968-01-04,272.265564
1968-01-05,271.015472
1968-01-06,270.475800
1968-01-07,273.554779
1968-01-08,274.165649
1968-01-09,270.191101
1968-01-10,273.576965
1968-01-11,276.590149
1968-01-12,276.157379
1968-01-13,271.122375
1968-01-14,270.850342
1968-01-15,270.508667
1968-01-16,276.243774
1968-01-17,275.931366
1968-01-18,264.677063
1968-01-19,270.370514
1968-01-20,271.232697
1968-01-21,268.578979
1968-01-22,265.822449
1968-01-23,269.773956
1968-01-24,273.960968
1968-01-25,272.001465
1968-01-26,269.395660
1968-01-27,267.614075
1968-01-28,273.547394
1968-01-29,273.912384
1968-01-30,269.343597
1968-01-31,275.100494
1968-02-01,275.418915
1968-02-02,269.436615
1968-02-03,273.915894
1968-02-04,274.655304
1968-02-05,269.750183
1968-02-06,275.630890
1968-02-07,271.125305
1968-02-08,274.399414
1968-02-09,274.681824
1968-02-10,277.036804
1968-02-11,276.419342
1968-02-12,272.167786
1968-02-13,261.652679
1968-02-14,272.544189
1968-02-15,279.083832
1968-02-16,273.699036
1968-02-17,278.620819
1968-02-18,282.800476
1968-02-19,274.439972
1968-02-20,267.315063
1968-02-21,268.259125
1968-02-22,264.013672
1968-02-23,258.892975
1968-02-24,261.967438
1968-02-25,264.473724
1968-02-26,271.256958
1968-02-27,265.342499
1968-02-28,266.242340
1968-02-29,266.314636
1968-03-01,266.386963
1968-03-02,267.930389
1968-03-03,272.746185
1968-03-04,273.251587
1968-03-05,276.082947
1968-03-06,279.070404
1968-03-07,276.775635
1968-03-08,269.398590
1968-03-09,265.883545
1968-03-10,273.179901
1968-03-11,277.492828
1968-03-12,275.529114
1968-03-13,271.775116
1968-03-14,272.796295
1968-03-15,274.068542
1968-03-16,279.856293
1968-03-17,283.899719
1968-03-18,270.605621
1968-03-19,276.799377
1968-03-20,278.516022
1968-03-21,279.052643
1968-03-22,277.711853
1968-03-23,275.150238
1968-03-24,273.761475
1968-03-25,280.167664
1968-03-26,282.986298
1968-03-27,277.745209
1968-03-28,279.171112
1968-03-29,280.259155
1968-03-30,282.905182
1968-03-31,282.716309
1968-04-01,284.327484
1968-04-02,283.693146
1968-04-03,281.882751
1968-04-04,282.933228
1968-04-05,282.480011
1968-04-06,286.880737
1968-04-07,288.367767
1968-04-08,292.182709
1968-04-09,281.371704
1968-04-10,278.061188
1968-04-11,278.428955
1968-04-12,283.062042
1968-04-13,285.003418
1968-04-14,283.665436
1968-04-15,278.637482
1968-04-16,277.158539
1968-04-17,278.617767
1968-04-18,280.370728
1968-04-19,283.237091
1968-04-20,282.408936
1968-04-21,281.266388
1968-04-22,282.340088
1968-04-23,287.819977
1968-04-24,284.838196
1968-04-25,286.193665
1968-04-26,285.446442
1968-04-27,288.102631
1968-04-28,290.135803
1968-04-29,289.538513
1968-04-30,281.504791
1968-05-01,286.726746
1968-05-02,289.714020
1968-05-03,291.747650
1968-05-04,290.840149
1968-05-05,290.581635
1968-05-06,291.568359
1968-05-07,288.528564
1968-05-08,289.746460
1968-05-09,292.356171
1968-05-10,291.801605
1968-05-11,296.641083
1968-05-12,295.283630
1968-05-13,287.002380
1968-05-14,287.933563
1968-05-15,291.738953
1968-05-16,291.185760
1968-05-17,294.547455
1968-05-18,292.926300
1968-05-19,289.078491
1968-05-20,289.697235
1968-05-21,292.465027
1968-05-22,295.468140
1968-05-23,296.643066
1968-05-24,298.526337
1968-05-25,298.159698
1968-05-26,289.543274
1968-05-27,293.720276
1968-05-28,296.740387
1968-05-29,301.250122
1968-05-30,302.664307
1968-05-31,295.978638
1968-06-01,293.753601
1968-06-02,298.137909
1968-06-03,301.029175
1968-06-04,301.565186
1968-06-05,298.618317
1968-06-06,296.855743
1968-06-07,295.681946
1968-06-08,294.550964
1968-06-09,296.695160
1968-06-10,293.123566
1968-06-11,300.083527
1968-06-12,301.341827
1968-06-13,301.089722
1968-06-14,300.503082
1968-06-15,300.209930
1968-06-16,297.649445
1968-06-17,293.324829
1968-06-18,290.770233
1968-06-19,293.045776
1968-06-20,292.115601
1968-06-21,294.842987
1968-06-22,297.188751
1968-06-23,296.142944
1968-06-24,298.485077
1968-06-25,300.229797
1968-06-26,299.591064
1968-06-27,298.983673
1968-06-28,299.597351
1968-06-29,301.829071
1968-06-30,297.423370
1968-07-01,298.113892
1968-07-02,299.991852
1968-07-03,302.694855
1968-07-04,303.929657
1968-07-05,302.923309
1968-07-06,303.468506
1968-07-07,303.596436
1968-07-08,303.212341
1968-07-09,304.811096
1968-07-10,300.178650
1968-07-11,300.959167
1968-07-12,300.226135
1968-07-13,299.785828
1968-07-14,297.347107
1968-07-15,298.573944
1968-07-16,296.575897
1968-07-17,295.630249
1968-07-18,297.595520
1968-07-19,298.827850
1968-07-20,297.910309
1968-07-21,296.229858
1968-07-22,293.259064
1968-07-23,294.343109
1968-07-24,295.890747
1968-07-25,297.933380
1968-07-26,301.820099
1968-07-27,301.867981
1968-07-28,300.479309
1968-07-29,297.689972
1968-07-30,298.915436
1968-07-31,297.924255
1968-08-01,295.765381
1968-08-02,297.619904
1968-08-03,296.417725
1968-08-04,294.696655
1968-08-05,298.346771
1968-08-06,301.177429
1968-08-07,301.347900
1968-08-08,302.283966
1968-08-09,301.353455
1968-08-10,299.431152
1968-08-11,297.928528
1968-08-12,301.351959
1968-08-13,298.147827
1968-08-14,293.186066
1968-08-15,295.315430
1968-08-16,300.241180
1968-08-17,302.073395
1968-08-18,300.326874
1968-08-19,296.726105
1968-08-20,296.582550
1968-08-21,296.816406
1968-08-22,294.316895
1968-08-23,299.454926
1968-08-24,298.817017
1968-08-25,299.222931
1968-08-26,298.269653
1968-08-27,292.898804
1968-08-28,295.000244
1968-08-29,296.648468
1968-08-30,299.355316
1968-08-31,297.919830
1968-09-01,294.558899
1968-09-02,297.868805
1968-09-03,300.936035
1968-09-04,300.349243
1968-09-05,298.635010
1968-09-06,296.451202
1968-09-07,297.783722
1968-09-08,296.160828
1968-09-09,298.430542
1968-09-10,298.587891
1968-09-11,296.463409
1968-09-12,293.472198
1968-09-13,294.318359
1968-09-14,292.578674
1968-09-15,292.496490
1968-09-16,290.417450
1968-09-17,292.809753
1968-09-18,294.640320
1968-09-19,292.533234
1968-09-20,294.897888
1968-09-21,291.131134
1968-09-22,292.153656
1968-09-23,290.781982
1968-09-24,293.237396
1968-09-25,291.332184
1968-09-26,287.895447
1968-09-27,286.816864
1968-09-28,297.195862
1968-09-29,296.529205
1968-09-30,290.884308
1968-10-01,289.050995
1968-10-02,291.184784
1968-10-03,292.692596
1968-10-04,285.952667
1968-10-05,279.302826
1968-10-06,281.506409
1968-10-07,285.183075
1968-10-08,284.070465
1968-10-09,281.521851
1968-10-10,280.424713
1968-10-11,282.999359
1968-10-12,282.369568
1968-10-13,285.931061
1968-10-14,284.257721
1968-10-15,284.851929
1968-10-16,288.744965
1968-10-17,290.388458
1968-10-18,289.059296
1968-10-19,291.746643
1968-10-20,295.915466
1968-10-21,293.006317
1968-10-22,290.107147
1968-10-23,293.049744
1968-10-24,290.182312
1968-10-25,284.158966
1968-10-26,291.965851
1968-10-27,290.984924
1968-10-28,288.558228
1968-10-29,285.906769
1968-10-30,283.591400
1968-10-31,281.059509
1968-11-01,285.241180
1968-11-02,281.489777
1968-11-03,280.946136
1968-11-04,282.999573
1968-11-05,291.297150
1968-11-06,295.131134
1968-11-07,277.731659
1968-11-08,279.809204
1968-11-09,278.345459
1968-11-10,278.153107
1968-11-11,276.488037
1968-11-12,274.369202
1968-11-13,282.462189
1968-11-14,287.457336
1968-11-15,284.320984
1968-11-16,284.569672
1968-11-17,276.183594
1968-11-18,275.237305
1968-11-19,274.740753
1968-11-20,279.659027
1968-11-21,287.103088
1968-11-22,285.408447
1968-11-23,279.699615
1968-11-24,275.727264
1968-11-25,277.166351
1968-11-26,276.299713
1968-11-27,280.292664
1968-11-28,280.148773
1968-11-29,274.512329
1968-11-30,274.687683
1968-12-01,273.076447
1968-12-02,277.902191
1968-12-03,282.954376
1968-12-04,285.726166
1968-12-05,276.759766
1968-12-06,276.486542
1968-12-07,277.179413
1968-12-08,276.291229
1968-12-09,276.049988
1968-12-10,286.694946
1968-12-11,291.695679
1968-12-12,276.452362
1968-12-13,272.035187
1968-12-14,272.624329
1968-12-15,274.860138
1968-12-16,274.675842
1968-12-17,280.029633
1968-12-18,280.252289
1968-12-19,273.222260
1968-12-20,268.565338
1968-12-21,272.103699
1968-12-22,275.795929
1968-12-23,274.742706
1968-12-24,274.233246
1968-12-25,276.357574
1968-12-26,279.630005
1968-12-27,278.647766
1968-12-28,271.748566
1968-12-29,269.814789
1968-12-30,273.447723
1968-12-31,272.687103
1969-01-01,270.141449
1969-01-02,271.004425
1969-01-03,271.277649
1969-01-04,271.480957
1969-01-05,263.553467
1969-01-06,266.260864
1969-01-07,269.692535
1969-01-08,267.590637
1969-01-09,276.347229
1969-01-10,274.825745
1969-01-11,281.981873
1969-01-12,281.863556
1969-01-13,278.383392
1969-01-14,278.002716
1969-01-15,275.330139
1969-01-16,273.361298
1969-01-17,272.126617
1969-01-18,277.639465
1969-01-19,277.115082
1969-01-20,272.524231
1969-01-21,277.448883
1969-01-22,274.931122
1969-01-23,271.466095
1969-01-24,271.161957
1969-01-25,272.688354
1969-01-26,273.930389
1969-01-27,272.174194
1969-01-28,273.096344
1969-01-29,275.403320
1969-01-30,275.372101
1969-01-31,271.222412
1969-02-01,280.667542
1969-02-02,281.080139
1969-02-03,277.575012
1969-02-04,275.021271
1969-02-05,275.303864
1969-02-06,273.532867
1969-02-07,273.940155
1969-02-08,269.677246
1969-02-09,274.785583
1969-02-10,275.182129
1969-02-11,272.035522
1969-02-12,269.033936
1969-02-13,271.200928
1969-02-14,276.313141
1969-02-15,277.138702
1969-02-16,277.365723
1969-02-17,277.990234
1969-02-18,265.532837
1969-02-19,275.139679
1969-02-20,276.571014
1969-02-21,269.074432
1969-02-22,264.667969
1969-02-23,264.051666
1969-02-24,272.747986
1969-02-25,272.381683
1969-02-26,269.942261
1969-02-27,270.007385
1969-02-28,277.642761
1969-03-01,279.157104
1969-03-02,277.695221
1969-03-03,281.369354
1969-03-04,275.530121
1969-03-05,266.256195
1969-03-06,275.313049
1969-03-07,275.533661
1969-03-08,270.207428
1969-03-09,278.873718
1969-03-10,278.276367
1969-03-11,275.531647
1969-03-12,274.655762
1969-03-13,277.843658
1969-03-14,279.904358
1969-03-15,283.914673
1969-03-16,282.295105
1969-03-17,277.978943
1969-03-18,275.812805
1969-03-19,274.265228
1969-03-20,275.269623
1969-03-21,279.708984
1969-03-22,284.768768
1969-03-23,282.873749
1969-03-24,281.758392
1969-03-25,286.080780
1969-03-26,289.582703
1969-03-27,293.261810
1969-03-28,287.746399
1969-03-29,282.168671
1969-03-30,286.285706
1969-03-31,286.552460
1969-04-01,292.810730
1969-04-02,287.060028
1969-04-03,290.324524
1969-04-04,294.876434
1969-04-05,293.906494
1969-04-06,289.217438
1969-04-07,287.894073
1969-04-08,280.025665
1969-04-09,281.757751
1969-04-10,282.013611
1969-04-11,281.200012
1969-04-12,280.711060
1969-04-13,284.106628
1969-04-14,281.127899
1969-04-15,281.407501
1969-04-16,281.179779
1969-04-17,281.163910
1969-04-18,284.445038
1969-04-19,294.573669
1969-04-20,292.735596
1969-04-21,284.748871
1969-04-22,281.523834
1969-04-23,285.507141
1969-04-24,287.411072
1969-04-25,286.546631
1969-04-26,285.620361
1969-04-27,281.832306
1969-04-28,286.752686
1969-04-29,286.145905
1969-04-30,283.495117
1969-05-01,283.251221
1969-05-02,285.918427
1969-05-03,285.046661
1969-05-04,289.807892
1969-05-05,289.679230
1969-05-06,287.983246
1969-05-07,289.464813
1969-05-08,290.396729
1969-05-09,287.347198
1969-05-10,282.028900
1969-05-11,287.378998
1969-05-12,287.510315
1969-05-13,291.470398
1969-05-14,291.107697
1969-05-15,291.453064
1969-05-16,286.700104
1969-05-17,286.186523
1969-05-18,284.811127
1969-05-19,286.973053
1969-05-20,289.174774
1969-05-21,295.440521
1969-05-22,295.300781
1969-05-23,291.822174
1969-05-24,297.452515
1969-05-25,295.281128
1969-05-26,290.278503
1969-05-27,301.541870
1969-05-28,300.149475
1969-05-29,294.670044
1969-05-30,299.465240
1969-05-31,301.082245
1969-06-01,299.877380
1969-06-02,297.345459
1969-06-03,296.760681
1969-06-04,296.054382
1969-06-05,298.760986
1969-06-06,301.913849
1969-06-07,302.193695
1969-06-08,300.835632
1969-06-09,293.957916
1969-06-10,294.345490
1969-06-11,297.901093
1969-06-12,297.020142
1969-06-13,298.622589
1969-06-14,300.870575
1969-06-15,297.591553
1969-06-16,295.345520
1969-06-17,298.579926
